coffee_id,roaster,roast,origin,100g_USD,review
562,Rotate Fun Club,Medium,Kenya,8.53,"Rich-toned, deeply sweet. Date, magnolia, hazelnut, cedar, agave syrup in aroma and cup. Sweet in structure with round, gentle acidity; satiny-smooth mouthfeel. Finish consolidates to notes of date, hazelnut and cedar."
233,Durango Coffee Company,Medium,Costa Rica,4.98,"Sweet, crisp, fruit-toned. Raspberry, cocoa nib, orange zest, magnolia, fir in aroma and cup. Sweet-toned structure with round acidity; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned raspberry and fir."
342,Lexington Coffee Roasters,Medium-Light,Ethiopia,5.86,"Richly chocolaty, deeply fruit-toned. Chocolate fudge, raspberry coulis, sandalwood, lilac in aroma and cup. Sweetly tart structure with juicy acidity; plush, lively mouthfeel. The floral- and fruit-toned finish is supported by chocolate tones throughout."
893,Dragonfly Coffee Roasters,Medium-Light,Democratic Republic Of The Congo,5.29,"Richly savory, deeply sweet. Ginger blossom, almond brittle, pear, fresh, moist forest notes, wildflower honey in aroma and cup. Structured balance among sweet, tart and savory tastes; crisp, velvety mouthfeel. The honey-toned finish leads with ginger blossom in the short and notes of pear and almond in the long."
255,Kakalove Cafe,Light,Ethiopia,3.68,"Evaluated as espresso. Richly floral, spice-toned. Lavender, baker’s chocolate, dried strawberry, sandalwood, lemon zest in aroma and small cup. Full, syrupy mouthfeel; dry, fruit-toned finish with hints of sandalwood. In three parts milk, chocolate notes turn toward sweet caramel and the spicy floral and dried berry notes amplify. "
43,Starbucks Coffee,Dark,Indonesia,3.08,"Roast-dominant, smoky-sweet. Dark chocolate, burned mesquite, lily, prune, fresh earth in aroma and cup. Bittersweet structure with barely perceptible acidity; heavy, smooth mouthfeel. Persistent dark chocolate notes lift a rather bitter, earthy finish."
429,Baba Java Coffee,Medium-Light,Panama,17.64,"Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. Floral and nut-toned finish."
309,Kakalove Cafe,Medium-Light,Ethiopia,1.98,"Crisp, delicately sweet-tart, intricately floral. Narcissus, lime zest, apricot, pipe tobacco, agave syrup in aroma and cup. Sweet-toned with lyrical, juicy acidity; silky, buoyant mouthfeel. Vermouth-like, richly dry finish."
93,Temple Coffee Roasters,Medium-Light,Ethiopia,5.29,"Richly sweet, cocoa-toned. Dark chocolate, apricot, hazelnut, lilac, maple syrup in aroma and cup. Balanced, bittersweet structure with rounded acidity; satiny-smooth mouthfeel. The finish is thoroughly chocolaty with undertones of apricot and hazelnut."
222,JBC Coffee Roasters,Medium-Light,Indonesia,4.7,"Richly sweet, spicy, tobacco-toned. Pipe tobacco, almond brittle, ginger blossom, mango, roasted cacao nib in aroma and cup. Sweet-savory structure with gentle, rounded acidity; crisp, satiny mouthfeel. The finish resonates with vanilla-toned pipe tobacco and ginger blossom."
1106,States Coffee,Medium-Light,Kenya,5.29,"Deep-toned, richly aromatic, complex. Black currant, honeysuckle, tamarind, dark chocolate, sandalwood in aroma and cup. Sweet-tart structure with juicy, sparkling acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of blackcurrant and dark chocolate with hints of sandalwood. "
613,Cafe Red Bean Shop,Medium-Light,Costa Rica,7.75,"Richly fruit-toned. Date, honey, hazelnut butter, magnolia, hint of whiskey barrel in aroma and cup. Sweet-toned structure with brisk acidity; full, buttery mouthfeel. Long, resonant, balanced finish centered around notes of date, magnolia and hazelnut. "
358,modcup coffee,Light,Panama,29.39,"High-toned, balanced, richly sweet-tart. Dried apricot, star jasmine, cocoa nib, caramel, star anise in aroma and cup. Sweetly tart structure with juicy, engaging"
493,Baba Java Coffee,Light,Colombia,5.29,"Crisp, bright, savory-sweet. Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup. Tart-savory structure with brisk acidity; lightly satiny mouthfeel. The finish resonates with notes of citrus, sweet nuts and herbs."
536,Coffee By Design,Medium-Light,Colombia,4.08,"Chocolaty, deep-toned. Baking chocolate, date, cedar, narcissus, almond in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar."
160,Big Shoulders Coffee,Medium-Light,Guatemala,6.17,"Deeply sweet, richly nut-toned. Hazelnut butter, magnolia-like flowers, crisp pear, cedar, agave syrup in aroma and cup. Sweet in structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish consolidates to deep nut and rich aromatic wood."
494,Durango Coffee Company,Medium,Costa Rica,4.98,"Evaluated as espresso. Deeply rich, crisply sweet, fruit- and chocolate-toned. Dried mango, chocolate fudge, narcissus-like flowers, roasted almond, fresh-cut cedar in aroma and small cup. Lively, silky smooth mouthfeel; resonant, flavor-saturated finish. The chocolate-forward presentation in three parts milk is nuanced by notes of mango and fresh-cut cedar."
542,Kakalove Cafe,Medium-Light,Guatemala,5.31,"Gently fruit-toned, sweetly herbaceous. Dried apricot, marjoram, cocoa nib, lilac, almond butter in aroma and cup. Sweetly tart with vibrant, inviting acidity; very full, satiny mouthfeel. Cocoa tones in the finish are supported by suggestions of marjoram and a hint of lilac."
180,Kakalove Cafe,Medium-Light,Kenya,4.6,"Sweetly floral and delicately cocoa-toned. Honeysuckle, cocoa nib, Concord grape, agave, lemon-thyme in aroma and cup. High-toned structure with juicy, confident acidity; buoyant, lively, viscous mouthfeel. Honeysuckle and cocoa nib characterize the sweet finish."
721,Coffee By Design,Light,Ethiopia,5.44,"Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cocoa powder and hop flowers."
150,Coffee Please,Light,Ethiopia,5.64,"Complex, richly sweet. Nectarine, lime zest, cocoa nib, nougat, lilac in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, silky mouthfeel. The finish consolidates to notes of cocoa nib and lime zest."
557,Sunny's Coffee,Light,Ethiopia,9.22,"Citrusy and sweetly herbaceous, cocoa-toned. Cocoa nib, marjoram, pink grapefruit zest, nougat, cedar in aroma and cup. Sweetly savory with juicy acidity; silky-smooth mouthfeel. The finish consolidates to notes of cocoa nib, marjoram and nougat."
475,Coffee by Design,Medium-Light,Costa Rica,6.76,"Bright, richly sweet-tart, fruit-toned. Pomegranate, dark chocolate, lilac, almond, amber in aroma and small cup. Bright structure with juicy, vibrant acidity; plush, creamy mouthfeel. Sweetly tart finish with leading notes of pomegranate and almond. Crisply chocolaty, floral finish."
291,El Gran Café,Medium-Light,Guatemala,3.82,"Richly sweet, nuanced, multi-layered. Apricot, star jasmine, cocoa nib, cashew, oak in aroma and cup. Sweet-savory structure with delicate acidity; full, lightly syrupy mouthfeel. Rich, long, cocoa-toned finish."
459,Difference Coffee,Medium-Light,Panama,80.0,"Complex, uniquely composed, tropical. Ginger blossom, cocoa nib, lychee, sandalwood, wild honey in aroma and cup. Sweetly tart structure with bright, juicy acidity; syrupy-smooth mouthfeel. The finish carries through on the promise of the cup, with rich fruit notes in the short and deep florals in the long."
894,VERYTIME,Light,Ethiopia,7.79,"Rich, intensely sweet, floral-toned. Lilac, tangerine, cocoa nib, apricot, myrrh in aroma and cup. Lively, sweet-tart structure with bright acidity; plush, syrupy-smooth mouthfeel. The resonant finish centers around juicy citrus and lilac tones, grounded by cocoa nib."
206,Flight Coffee Co.,Light,Colombia,4.7,"High-toned, crisply sweet-tart. Concord grape, rhododendron, cocoa nib, sandalwood, maple syrup in aroma and cup. Brightly sweet structure with tart, juicy acidity; very plush, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa nib and maple syrup with undertones of Concord grape."
1019,Pro Aroma Enterprise Coffee,Medium-Light,Ethiopia,7.35,"Delicate, rich, multi-layered. Lilac, honey, plum, sandalwood, hazelnut in aroma and cup. Gently bright, crisp acidity; silky, buoyant mouthfeel. The finish consolidates to resonant lilac and plum notes with sandalwood undertones. "
630,Paradise Roasters,Medium-Light,Hawai'I,5.86,"Crisply sweet, deep-toned. Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup. Sweet structure with crisp, citrusy acidity; smooth, satiny mouthfeel. Nut-toned finish with baking chocolate and orange zest as supporting notes."
818,Revel Coffee,Medium-Light,Kenya,4.92,"Deeply sweet, richly savory. Red currant, lavender, baker’s chocolate, cedar, maple syrup in aroma and cup. Bittersweet structure with crisp, lively acidity; full, creamy mouthfeel. The finish leads with notes of red currant and baker’s chocolate in the short, with pretty hints of lavender in the long."
1015,Jaunt Coffee Roasters,Light,Guatemala,10.58,"Floral-toned, delicately complex. Lilac, amber, apricot, caramel, a hint of thyme in aroma and cup. Sweetly tart structure with bright acidity; silky, viscous mouthfeel. The finish consolidates to notes of amber and caramel, supported by sweet thyme."
451,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,19.82,"Sweet, deep, intense but balanced. Peach, maple syrup, sandalwood, grapefruit zest, almond, magnolia in aroma and cup. Round, resonantly and sweetly bright in structure. Silky and buoyant in mouthfeel. Deep, long, flavor-saturated finish."
84,Espresso Republic,Medium-Light,Kenya,7.35,"Delicate, sweetly spice-toned. Red currant, lemon verbena, baker’s chocolate, rose hips, a hint of cannabis in aroma and cup. Crisply sweet-savory structure; crisp, velvety mouthfeel. The finish is sweetly herb-toned, leading with notes of lemon verbena and red currant in the short and a sweet muskiness akin to cannabis in the long, with a throughline of baker’s chocolate."
669,Big Island Coffee Roasters,Medium-Light,Hawai'I,16.75,"Richly sweet-savory. Caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. Balanced, bittersweet structure with sweetly brisk acidity; plush, syrupy mouthfeel. Spice-toned finish consolidates to notes of pink peppercorn and caramel."
1232,Taokas Coffee,Medium-Dark,Ethiopia,6.02,"Evaluated as espresso. Lush, complex, richly sweet-savory. Peach, fine musk, cocoa powder, freesia-like flowers, pungent frankincense in aroma and small cup. Plump, syrupy mouthfeel; clean, crisp, cocoa-toned finish. The cocoa notes from the small cup bloom into dark chocolate in cappuccino-scaled milk, nicely complicated by flowers and frankincense."
295,Green Stone Coffee,Medium,Kenya,6.83,"Sweetly roast-rounded, cocoa-toned. Baker's chocolate, black currant, rose hip, singed cedar, almond brittle in aroma and cup. Crisply sweet-tart structure; delicate, syrupy mouthfeel. The richly drying finish centers around tart floral notes and baker's chocolate."
1197,Kakalove Cafe,Medium-Light,Colombia,4.39,"Opulent, richly sweet-tart-savory. Black currant jam, dark chocolate fudge, cherry blossom, toasted pecan, cedar in aroma and cup. Sweet-toned with tart-savory underpinnings; elegant, balanced, high-toned acidity. Deeply chocolaty and fruit-toned in the finish."
314,San Francisco Bay Coffee Company,Medium-Light,Hawai'I,13.52,"Richly chocolaty, balanced, deep-toned. Dark chocolate, persimmon, roasted almond butter, magnolia, oak forest in aroma and cup. Sweet in structure with vibrant, apple-like malic acidity; plush, viscous mouthfeel. Integrated, flavor-saturated, very long finish."
438,Paradise Roasters,Medium-Light,Hawai'I,26.46,"Fruit-forward, elegantly bright. Lychee, passionfruit, cashew butter, sandalwood, bergamot in aroma and cup. Sweetly tart with vibrant acidity; crisp, syrupy mouthfeel. Fruit-toned finish with undertones of cashew butter and sandalwood. "
428,Rooster Roastery,Medium-Dark,Hawai'I,11.02,"Chocolaty, smoke-toned, sweetly savory. Dark chocolate, scorched mesquite, vanillin, gardenia, prune in aroma and cup. Sweet-savory structure with very little acidity; light-bodied, smooth mouthfeel. Wood-framed finish with hints of smoky chocolate."
285,JBC Coffee Roasters,Medium-Light,Mexico,4.7,"Cocoa-toned, gently tart. Pomegranate, cocoa powder, almond, narcissus, molasses in aroma and cup. Sweet-tart structure with brisk acidity; satiny mouthfeel. The finish consolidates to notes of cocoa powder and molasses."
739,Mustard Seed Cafe,Medium-Light,Burundi,9.16,"Deeply rich, sweet-savory. Rhododendron, mango, almond brittle, thyme, oak in aroma and cup. Sweet-toned, savory structure; full, satiny mouthfeel. The gently drying finish consolidates to notes of oak and almond, with a hint of sweet herb suggesting thyme."
317,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,27.76,"Harmoniously balanced, deep-toned, bright. Nectarine, cocoa nib, pink grapefruit zest, star jasmine, marjoram in aroma and cup. Richly sweet-savory structure with malic, apple-toned acidity; plush, syrupy-smooth mouthfeel. The satisfying finish carries over all the flavor notes from the cup. "
567,VERYTIME,Light,Colombia,14.16,"Delicate, elegant, sweetly bright. Bergamot, cocoa nib, dried mango, freesia, fresh-cut oak in aroma and cup. Sweet-toned structure with sparkling acidity; silky-smooth mouthfeel. Gently citrusy, cocoa-toned finish."
650,JBC Coffee Roasters,Medium-Light,Mexico,5.88,"Crisply sweet, nut-toned. Almond brittle, tart pie cherry, magnolia, baking chocolate, oak in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The finish consolidates to baking chocolate, pie cherry and oak."
584,Kakalove Cafe,Medium,Kenya,4.25,"Cocoa-toned, deeply and richly sweet. Cocoa nib, lemon blossom, black currant, hazelnut butter, cedar in aroma and cup. Sweetly tart structure with bright, vibrant acidity; creamy-full mouthfeel. Finish consolidates to notes of cocoa and black currant."
213,Dinwei Cafe,Light,El Salvador,16.7,"Mild though intricately deep; sweet, savory, rich. Cocoa, hemp-seed, scorched clove, fig, gardenia-like flowers in aroma and cup. Quiet but well-composed sweet/savory structure; light though nicely satiny mouthfeel. The finish is resonant and gently drying. "
228,modcup coffee,Light,Panama,11.02,"Bright, balanced, floral-driven. Ginger blossom, red plum, cocoa nib, tangerine zest, fresh-cut oak in aroma and cup. Juicy-sweet structure with lively acidity; plush, syrupy mouthfeel. Cocoa-toned finish with undertones of tangerine zest."
987,Magnolia Coffee,Medium-Light,Ethiopia,5.58,"Richly fruit-forward, deeply chocolaty. Dried mango, chocolate fudge, wisteria, cedar, pistachio in aroma and cup in aroma and cup. Sweetly tart structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to notes of dried mango, chocolate fudge and cedar."
694,Propeller Coffee,Medium-Light,Kenya,4.65,"Bright, richly sweet, complex. Red currant, lilac, dark chocolate, lime zest, redwood in aroma and cup. Sweetly savory in structure, with juicy acidity; plush, syrupy mouthfeel. The balanced finish is resonant with notes of red currant and dark chocolate, with hints of lime zest. "
1203,PT's Coffee Roasting Co.,Medium-Light,Colombia,6.91,"Deeply fruity, sweetly fermenty, headily floral. Strawberry coulis, brandy, almond butter, toffee, honeysuckle in aroma and cup. Richly sweet-tart structure with juicy, bright acidity; viscous, syrupy mouthfeel. Sustained flavor-saturated finish."
316,Paradise Roasters,Medium-Light,Colombia,8.82,"Richly fruit and spice-toned. Dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. Sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish leads with notes of elderberry and sandalwood."
800,LECO Coffee,Light,Ethiopia,7.05,"High-toned, richly sweet-tart. Tea rose, peach, almond butter, oak, maple syrup in aroma and cup. Sweetly tart structure with bright, lively acidity; smooth, syrupy mouthfeel. The finish consolidates to notes of almond and maple syrup with tea rose gently resurfacing in the long."
546,Durango Coffee Company,Medium-Light,Colombia,4.98,"Fruit- and herb-toned. Lemon thyme, strawberry, dark chocolate, hazelnut, a hint of rum barrel in aroma and cup. Sweet-tart structure with fruit-driven acidity; creamy-smooth mouthfeel. The quiet finish centers around notes of lemon thyme, strawberry and rum barrel."
1045,Plat Coffee Roastery,Medium-Light,Colombia,17.64,"Multi-layered, rich, intricately sweet. Lemon balm, apricot, cardamom, cocoa nib, freesia-like flowers in aroma and cup. Sweetly tart with vibrant, juicy acidity; rich, syrupy mouthfeel. The finish leads with notes of lemon and cardamom, rounding to cocoa nib in the long."
1112,Jackrabbit Java,Medium-Light,Panama,13.23,"Delicate, crisply sweet-tart. Mango, cedar, cocoa nib, sugar cane, a hint of honeysuckle in aroma and cup. Sweet in structure with crisp, citrusy acidity; lightly silky mouthfeel. Martini-like finish, very crisp and dry."
327,Temple Coffee and Tea,Medium-Light,Ethiopia,5.58,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long."
809,Ba Yang Coffee,Medium-Light,Ethiopia,2.26,"Spice-toned, floral. Lavender, almond, apricot, fresh-cut fir, brown sugar in aroma and cup. Crisply sweet structure with brisk acidity; velvety mouthfeel. Wood-framed finish with undertones of lavender and almond."
710,Equator Coffees & Teas,Medium-Light,Panama,32.63,"Spice-toned, richly sweet. Raspberry, dark chocolate, hazelnut, gardenia, bergamot in aroma and cup. Sweet, fruit-forward structure; full, satiny mouthfeel. The resonant, flavor-saturated finish is characterized by notes of rich chocolate with berry and bittersweet citrus complications."
466,Kona Farm Direct,Medium-Light,Hawai'I,17.61,"Balanced, agreeably round and sweet-toned. Toffee, table grape, pecan, clover blossom, a hint of malted barley in aroma and cup. Very sweet, gently citrusy structure; buoyant, creamy mouthfeel. Pecan and malt last in a crisp finish. "
560,JBC Coffee Roasters,Medium-Light,Indonesia,5.73,"Deep-toned, richly sweet. Date, magnolia, molasses, almond, cedar in aroma and cup. Sweet structure with round, gentle acidity; full, syrupy mouthfeel. Finish consolidates to notes of molasses and almond."
361,Old World Coffee Lab,Medium-Light,Ethiopia,5.88,"Balanced; richly bittersweet. Tangerine zest, cocoa nib, date, magnolia, cedar in aroma and cup. Delicately sweet structure with gentle acidity; smooth, silky mouthfeel. Cocoa- and citrus-toned finish."
195,Conscious Cup Coffee Roasters,Medium-Light,Colombia,8.52,"Crisply sweet-savory. Baking chocolate, raspberry, cedar, shiitake mushroom, hazelnut in aroma and cup. Sweetly savory structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar."
315,Kakalove Cafe,Medium,Kenya,4.96,"High-toned, richly savory-sweet. Red currant, hop flowers, dark chocolate, oak, maple syrup in aroma and cup. Rich, savory-sweet structure with vibrant, juicy acidity; plush, syrupy mouthfeel. Resoundingly long, flavor-saturated finish."
263,Temple Coffee and Tea,Medium-Light,Kenya,5.73,"Spiced toned, richly sweet. Red currant, almond nougat, pipe tobacco, narcissus-like flowers, hickory wood in aroma and cup. In structure, sweet, tart and savory in balance, with juicy acidity; full, velvety-smooth mouthfeel. The finish is crisp, resonant and flavor-saturated. "
336,The WestBean Coffee Roasters,Medium,Ethiopia,7.05,"Fruit-forward, delicate yet intense. Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup. Roundly and deeply crisp in structure; lightly satiny in mouthfeel. The finish is resonant and sweet with chocolate and a continuing hint of brandy."
505,Chromatic Coffee,Medium-Light,Tanzania,70.55,"Deep-toned, richly sweet-savory. Blackberry jam, toffee, lavender, spearmint, fresh-cut cedar in aroma and cup. Vibrantly sweet-savory structure with lilting acidity; lively, viscous mouthfeel. Blackberry and lavender notes lead in the short finish, which rounds toward toffee in the long."
396,Cheer Beans,Light,Ethiopia,6.34,"Blind assessment: Delicately floral-toned. Lilac, pear, maple syrup, almond, orange zest in aroma and cup. Crisply sweet with brisk acidity; lightly satiny mouthfeel. Almond and caramel notes lead the quiet, pleasing finish."
186,Paradise Roasters,Medium-Light,Ethiopia,5.28,"Bright, richly sweet. Lime blossom, raspberry jam, sandalwood, roasted cacao nib, maple syrup in aroma and cup. Sweetly tart in structure with juicy acidity; viscous, buoyant mouthfeel. The finish leads with citrus and berry notes in the short, segueing to sandalwood-framed sweet florals in the long."
634,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,20.26,"Rich-toned, subtly complex. Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup. Deeply sweet in structure with juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with cocoa-toned pineapple in the short, rounding to jasmine in the long."
798,Dragonfly Coffee Roasters,Medium-Light,Ethiopia,5.29,"Richly bittersweet, complexly fruit-toned. Chocolate fudge, dried mulberry, candied pink grapefruit zest, pistachio brittle, wisteria-like flowers in aroma and cup. Deeply sweet structure with high-toned, lively acidity; velvety mouthfeel. The finish centers around notes of chocolate fudge and dried mulberry, with a pleasingly bittersweet pink grapefruit throughline. "
806,JBC Coffee Roasters,Medium-Light,Ethiopia,5.44,"Delicate, richly floral, sweetly spice-toned. Almond nougat, white peach, pink peppercorn, wisteria-like flowers, fragrant sandalwood in aroma and cup. Richly bittersweet structure with vibrant, juicy acidity; plush, syrupy mouthfeel. Resonant, flavor-saturated finish centers around peach, wisteria and sandalwood."
96,Temple Coffee and Tea,Medium-Light,Kenya,6.03,"Richly sweet, spice-toned. Black currant, blood orange zest, roasted cacao nib, freesia-like flowers, sugar cane in aroma and cup. Sweet-tart in structure with juicy, bright acidity; full, syrupy mouthfeel. The crisp, resonant finish consolidates to cocoa-toned black currant and freesia."
906,RamsHead Coffee Roasters,Medium,El Salvador,5.28,"Richly sweet-savory, cocoa-toned. Cocoa powder, hop flowers, black cherry, fresh-cut oak, agave syrup in aroma and cup. Balanced, bittersweet structure with brisk acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned black cherry and oak."
38,Bird Rock Coffee Roasters,Medium-Light,Panama,22.49,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long. "
953,Crown & Fancy,Medium,Guatemala,5.36,"Crisp, sweetly pungent, deep. Dark chocolate, apricot, fresh-cut cedar, narcissus-like flowers, hazelnut in aroma and cup. Brisk but sweet in structure; delicate, silky mouthfeel. Long, flavor-saturated finish consolidates around apricot and flowers. "
193,Caffe Luxxe,Medium-Light,Kenya,6.76,"Crisply sweet, richly savory, vibrant. Red currant, jasmine, maple syrup, sandalwood, cacao nib in aroma and cup. The structure is harmoniously sweet-tart-savory with juicy, lively acidity. Plush, syrupy mouthfeel. The richly drying finish centers around red currant and sandalwood with a hint of jasmine in the long."
922,Souvenir Coffee,Medium-Light,Ethiopia,6.76,"Delicate, high-toned, elegantly fruit-driven. Wild strawberry, tangerine zest, cocoa nib, sandalwood, thyme in aroma and cup. Bright, sweetly tart structure with juicy acidity; silky-smooth, lilting mouthfeel. The resonant finish is saturated with flavor notes from aroma and cup in harmonious balance."
379,Brioso Coffee,Medium-Light,Colombia,8.82,"Explosively floral, tropical. Star jasmine, dark chocolate, pineapple kefir, pistachio, sandalwood in aroma and cup. Deeply sweet structure with lactic undertones and ripe, floral acidity; plush, syrupy-smooth mouthfeel. Notes of star jasmine lead the zesty finish, complicated by gentle kefir-like suggestions. "
1107,Dragonfly Coffee Roasters,Medium-Light,Panama,63.93,"Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated. "
440,Evie's Cafe,Medium-Light,Ethiopia,4.93,"Fruit-forward, spice-toned. Raspberry jam, clove, rum cordial, fresh-cut fir, dried hibiscus in aroma and cup. Sweetly tart structure with brisk acidity; lightly creamy mouthfeel. Clove and raspberry drive the sweet-toned short finish, while notes of fresh-cut fir reappear in the long."
497,Green Stone Coffee,Medium-Light,Burundi,9.24,"Richly sweet, spice-toned. Baker’s chocolate, cinnamon, banana, cashew, citrusy lantana flowers in aroma and cup. Bittersweet in structure, with juicy acidity; velvety-smooth mouthfeel. Notes of baker’s chocolate and banana are sweetly resonant in the short finish, spice-toned florals resurface in the long."
911,Paradise Roasters,Light,Taiwan,57.28,"Delicate, honey- and cocoa-toned. Pomegranate, cocoa nib, violet, pink grapefruit zest, cashew butter in aroma and cup. Sweet-toned structure with balanced, lively acidity; full, syrupy mouthfeel. The pleasing finish leads with pomegranate and cashew butter with undertones of cocoa nib."
514,Dragonfly Coffee Roasters,Medium-Light,Panama,26.46,"Impeccably floral and cocoa-toned with a savory throughline. Chocolate fudge, wisteria, Asian pear, hazelnut butter, white peppercorn in aroma and cup. Richly sweet-savory structure with floral acidity; velvety-smooth, viscous mouthfeel. The finish centers around spice-toned chocolate (think dark chocolate with peppercorns) and wisteria."
797,Cafe Kreyol,Medium-Light,Dominican Republic,3.82,"Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity; velvety-smooth mouthfeel. Sweet, subtly complex finish."
388,El Gran Cafe,Medium,Guatemala,1.47,"Richly bittersweet. Dark chocolate, hop flowers, fir, almond, raisin in aroma and cup. Bittersweet structure with gentle acidity; very full, syrupy mouthfeel. The crisp, chocolaty finish is supported by smoky aromatic wood notes."
37,Hula Daddy Kona Coffee,Medium-Light,Hawai'I,17.61,"Sweet-toned with a distinct lactic tang. Dried mango, fermenty tangerine, fresh yogurt, narcissus, Nutella in aroma and cup. Savory-sweet structure with lactic-leaning acidity; smooth, satiny mouthfeel. The long, sweet finish consolidates around notes of Nutella and tangerine."
697,Chiming Coffee,Medium-Light,Costa Rica,9.6,"Gently sweet, crisply fruity. Dried pear, brown sugar, Brazil nut, fir, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Satisfying simple, sweetly nut-driven finish."
901,Red Rooster Coffee Roaster,Light,Ethiopia,6.17,"Delicately and richly aromatic; complex, multi-layered. Plum blossom, guava, cocoa nib, narcissus, lemon verbena in aroma and cup. Sweetly tart with bright, juicy acidity; lush, silky mouthfeel. Flavor-laden finish, cocoa- and floral-driven."
1010,El Gran Café,Medium-Dark,Guatemala,1.47,"Chocolaty, sweetly smoky. Dark chocolate, scorched mesquite, lily, raisin, hazelnut in aroma and cup. Bittersweet structure with gentle acidity; crisp, light mouthfeel. Bittersweet finish with notes of chocolate and scorched mesquite."
671,Big Shoulders Coffee ,Medium-Light,Colombia,7.35,"Bright, juicy, fruit-toned. Lychee, plum blossom, Meyer lemon zest, sandalwood, nougat in aroma and cup. Sweetly tart structure with vibrant acidity; plush, syrupy mouthfeel. The finish consolidates to attractive notes of lychee and nougat with sandalwood undertones."
1128,Dragonfly Coffee Roasters,Medium-Light,Panama,33.07,"Rich-toned, cleanly fruit-forward, intricately balanced. Concord grape, pungent myrrh, roasted cacao nib, honeysuckle, candy cap mushroom in aroma and cup. Deeply sweet-tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish rings on with all of the notes from the cup."
993,Dragonfly Coffee Roasters,Medium-Light,Ethiopia,5.29,"Sweet, deeply and complexly fruit-toned. Very ripe strawberry, pineapple guava, dark chocolate, distinct lavender-like flowers, aromatic cedar in aroma and cup. Roundly sweet in structure, with a gentle and pleasing bitter edge. Full, plush mouthfeel. Lavender and chocolate dominate in a faintly and pleasantly spirits-tinged finish."
570,modcup coffee,Medium-Light,Ethiopia,7.35,"Delicate, deep, vibrantly sweet-tart. Lilac, dried apricot, cocoa nib, lemon verbena, cedar in aroma and cup. Sweet-tart structure with lively, bright acidity; plush, viscous mouthfeel. The resonant finish centers around notes of apricot and cocoa nib."
170,Larry's Coffee,Medium,Ethiopia,4.11,"Richly sweet, roast-rounded. Dark chocolate, gardenia, gently scorched cedar, red plum, hazelnut in aroma and cup. Sweet structure with little discernible acidity; full, creamy mouthfeel. A chocolate-driven finish is supported by notes dark chocolate, gardenia and hazelnut."
